轮次,学习率,训练损失,训练准确率,验证损失,验证准确率,本轮耗时（秒）,累计耗时（秒）
247,0.0010000000000000002,0.003222160511691537,0.9996888888888888,0.23530584777593613,0.9452,21.842200299999604,5569.8328666
248,0.0010000000000000002,0.002994782714980344,0.9997111111111111,0.2387009733259678,0.9442,21.830526100000498,5591.670738800001
249,0.0010000000000000002,0.003194946180573768,0.9996888888888888,0.2381749104142189,0.9442,21.827153799998996,5613.4980122
250,0.0010000000000000002,0.0031237710984837676,0.9996888888888888,0.23757042363286018,0.9446,21.837051800001063,5635.335183900001
251,0.0010000000000000002,0.002962002045888868,0.9997333333333334,0.23390810639858245,0.945,21.823127999999997,5657.158425600001
252,0.0010000000000000002,0.003214606502445208,0.9996444444444444,0.23716338695287703,0.9442,21.812497099999746,5678.971027100002
253,0.0010000000000000002,0.0032310968340064088,0.9995111111111111,0.2338231758415699,0.9428,21.82273009999699,5700.793878000002
254,0.0010000000000000002,0.003480232658340699,0.9995111111111111,0.23570774402618408,0.943,21.840468999998848,5722.6344543
255,0.0010000000000000002,0.003085109233861375,0.9996222222222222,0.2303961010456085,0.9436,21.87205559999711,5744.506627200002
256,0.0010000000000000002,0.0028235816202229922,0.9997333333333334,0.23821077436208726,0.9428,21.84199329999683,5766.348738999999
257,0.0010000000000000002,0.0030797268478613762,0.9996,0.24120453250408172,0.9428,21.823697899999388,5788.1725565
258,0.0010000000000000002,0.003008238396441771,0.9997555555555555,0.23728469399213792,0.9438,21.795190400000138,5809.967864
259,0.0010000000000000002,0.0031762110108095737,0.9996,0.23864879160523414,0.944,21.81072530000165,5831.778704300001
260,0.0010000000000000002,0.00292941984159665,0.9997333333333334,0.23142051858305931,0.9462,21.847816299999977,5853.626645500002
261,0.0010000000000000002,0.003116309527783758,0.9996888888888888,0.23118861248493194,0.9476,21.793549599999096,5875.425563999999
262,0.0010000000000000002,0.003057256071621345,0.9997111111111111,0.23305624251365661,0.943,21.864039199997933,5897.296659900001
263,0.0010000000000000002,0.0025306439423830145,0.9997333333333334,0.2365991370201111,0.944,21.89510220000011,5919.1918824
264,0.0010000000000000002,0.0032459602439776063,0.9996,0.2333393771111965,0.9428,21.836704299999838,5941.028707200001
265,0.0010000000000000002,0.002823498337922825,0.9997555555555555,0.23919072505831718,0.9436,21.848793200002547,5962.8776161000005
266,0.0010000000000000002,0.002537102098349068,0.9998444444444444,0.23870352162122727,0.9442,21.86667630000011,5984.7444118
267,0.0010000000000000002,0.0026302804154654342,0.9998,0.23407381781339645,0.944,21.82780620000267,6006.572335999999
268,0.0010000000000000002,0.002561788595985207,0.9997777777777778,0.23664483841061593,0.9446,21.83089469999686,6028.403359000002
269,0.0010000000000000002,0.0028675714515770476,0.9995777777777778,0.2388723186969757,0.944,21.814250400002493,6050.217729400001
270,0.0010000000000000002,0.0025040421358620128,0.9998444444444444,0.23984120292663574,0.9444,21.839069099998596,6072.056918700002
271,0.0010000000000000002,0.002781206057179305,0.9997555555555555,0.2362994995832443,0.9444,21.94142379999903,6093.998451699999
272,0.0010000000000000002,0.002698456901311874,0.9997111111111111,0.23767215909957887,0.943,21.84304390000034,6115.841621500002
273,0.0010000000000000002,0.0030983231189764208,0.9996,0.23679944269657136,0.942,21.827052799999365,6137.668797799999
274,0.0010000000000000002,0.0028378869326578246,0.9998,0.23538403375148773,0.9436,21.849964799999725,6159.5188803
275,0.0010000000000000002,0.003114279319615,0.9995111111111111,0.23455006161332131,0.9444,21.83942500000194,6181.358423600001
276,0.0010000000000000002,0.002875642017285443,0.9996888888888888,0.23744821578264236,0.9454,21.851576699998986,6203.210124200001
277,0.0010000000000000002,0.002593868477911585,0.9997777777777778,0.2405751841187477,0.944,21.80476649999764,6225.015017200001
278,0.0010000000000000002,0.002546136440957586,0.9998444444444444,0.23535355452299117,0.9444,21.827245599997696,6246.8423819
279,0.0010000000000000002,0.002529140260603324,0.9997555555555555,0.23895534991025924,0.9446,21.950699400000303,6268.7932126
280,0.0010000000000000002,0.002557314368109736,0.9997777777777778,0.2436504963517189,0.9434,21.84359399999812,6290.636923399999
281,0.0010000000000000002,0.0025371679133528637,0.9997333333333334,0.24170644692778587,0.9444,21.876494600001024,6312.5135364
282,0.0010000000000000002,0.0024605131565800143,0.9997777777777778,0.2359819067746401,0.9444,21.846642200001952,6334.360306700002
283,0.0010000000000000002,0.0024659979932217134,0.9998444444444444,0.23283356175422668,0.9428,21.850280999999086,6356.210706399999
284,0.0010000000000000002,0.002301262413079126,0.9998222222222222,0.23532936574816704,0.9436,21.83685279999918,6378.047680400001
285,0.0010000000000000002,0.0023670268460901246,0.9998222222222222,0.2372967372894287,0.9438,21.865191500000947,6399.9129938999995
286,0.0010000000000000002,0.0024915473682598937,0.9998,0.24177940435409545,0.9418,21.85256970000046,6421.7656702
287,0.0010000000000000002,0.0023259246623350514,0.9997555555555555,0.23825566215515137,0.9436,21.867100600000413,6443.632882100001
288,0.0010000000000000002,0.0026773929172298973,0.9997333333333334,0.23844338505864143,0.9422,21.947882899999968,6465.580889499999
289,0.0010000000000000002,0.0024669028957762444,0.9998222222222222,0.23491343293190003,0.943,21.864535600001545,6487.445534100001
290,0.0010000000000000002,0.002423910800760819,0.9998,0.23343138008117675,0.9414,21.857337199999165,6509.302988500001
291,0.0010000000000000002,0.002418352007990082,0.9998666666666667,0.2360120519399643,0.9442,21.923558900001808,6531.226666299999
292,0.0010000000000000002,0.00237396494174997,0.9997777777777778,0.23572592214345933,0.945,21.920144799998525,6553.1469234000015
293,0.0010000000000000002,0.002404175818608039,0.9998,0.23599128766059876,0.9444,21.86014690000229,6575.0071904000015
294,0.0010000000000000002,0.002425504825160735,0.9997777777777778,0.2398590349793434,0.9444,21.850288899997395,6596.857584899999
295,0.0010000000000000002,0.002540130940472914,0.9997333333333334,0.23872135013341902,0.9444,21.847387300000264,6618.705093800001
296,0.0010000000000000002,0.002496822408121079,0.9996888888888888,0.2376533413887024,0.9436,21.930832699999883,6640.6360429
297,0.0010000000000000002,0.0024160901684934896,0.9997555555555555,0.2386301783502102,0.9446,21.88448829999834,6662.5206557
298,0.0010000000000000002,0.00246706395747347,0.9996666666666667,0.23823535724878311,0.9434,21.875331999999617,6684.396107999999
299,0.0010000000000000002,0.0023508953738543724,0.9998666666666667,0.2421451798915863,0.9436,21.82672420000017,6706.222939100002
300,0.0010000000000000002,0.002363725468288693,0.9997777777777778,0.24116134853363036,0.9448,21.91550350000034,6728.1385651
